matches_with_player_data,unique_players,total_kills,total_deaths,total_assists,overall_kill_death_ratio,player_appearance_win_rate,total_medals_awarded,source_start_date,source_end_date
19050,69420,1350442,1368392,446286,0.9869,0.4797,1560446,2015-10-27,2016-09-28
